title,company,salary,description,openings,experience,education,englishlevel,gender,address,Education,English Level,Experience,Gender,Address
Marketing Associate,Rsr Greenway Infra Private Limited,"15,000
						-
						35,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"6th Floor, The Water Mark, White Field Rd, Whitefields, Kondapur, Telangana 500081, India, Kondapur, Hyderabad, Telangana - 500001"
PHP Laravel Developer,Neo Infra Fintech Inclusion Private Limited,"25,000
						-
						50,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"G-15 2nd floor Sector 3 noida, Noida Sector 16, Delhi-NCR, Delhi - 110001"
Delivery Executive,Zepto,"20,000
						-
						25,000 ",,100,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Wagh Bill, Mumbai, Maharashtra - 400076"
HR And Admin Officer,Ainvincible Marketing Private Limited,"12,000
						-
						52,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Female Only,"Ainvincible, Tower, 45A, 2/1B, Thornhill Rd, beside Dhobighat Crossing Petrol Pump, Agnipath Colony, Vivek Vihar Colony, Civil Lines, Prayagraj, Uttar Pradesh 211001, India, Uttar Pradesh - 211001"
Back Office Coordinator,Kotak Life Insurance,"15,000
						-
						55,000 ",,10,,,,,e,12th Pass,No English,Freshers can apply,Both,"Kanak Building, Jawaharlal Nehru Rd, Park Street area, Kolkata, West Bengal 700071, India, Tollygunge, Kolkata, West Bengal - 700080"
Marketing Executive,Get Alive Healthcare,"10,000
						-
						60,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Bhubaneswar, Bhubaneswar, Odisha - 750017"
Back Office Coordinator,Kotak Life Insurance,"15,000
						-
						55,000 ",,10,,,,,e,12th Pass,No English,Freshers can apply,Both,"41, Chowringee Rd, Maidan, Park Street area, Kolkata, West Bengal 700071, India, Lake Town, Kolkata, West Bengal - 700080"
Food Delivery Biker,Zomato,"20,000
						-
						30,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Voltaz Rd, Alummoodu, Neyyattinkara, Kerala 695121, India, Neyyattinkara , Thiruvananthapuram, Kerala - 605036"
Food Delivery Biker,Zomato,"20,000
						-
						30,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Soukya Road, Whitefield, Bengaluru, Karnataka - 560001"
Delivery Boy Biker,delivery boy,"12,000
						-
						27,000 ",,200,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Kailash Tower, New Road, EC Road, Dehradun, Uttarakhand 248001, Patel Nagar, Dehradun, Uttarakhand - 248001"
Retail Sales Associate,Bajaj Allianz Life Insurance Company Limited,"19,000
						-
						67,000 ",,10,,,,,e,Graduate,Good English,Freshers only,Both,"Jamshedpur, Jamshedpur, Jharkhand - 831001"
Back Office Executive,Kotak Life Insurance,"15,000
						-
						55,000 ",,10,,,,,e,12th Pass,No English,Freshers can apply,Both,"41, Chowringee Rd, Maidan, Park Street area, Kolkata, West Bengal 700071, India, Garia, Kolkata, West Bengal - 700080"
Relationship Manager,Square Yards,"20,000
						-
						90,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"Kondivita, Andheri East, Mumbai, Maharashtra 400047, India, Andheri East, MIDC, Mumbai, Maharashtra - 400076"
Business Development Manager,HDFC Life Ltd,"30,000
						-
						50,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Malleshwaram, Bengaluru, Karnataka, India, Peenya 14th Cross, Bengaluru, Karnataka - 560001"
Beautician,Glam Studios,"15,000
						-
						27,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Female Only,"'#2-1-70, Opposite Venkateswara Kalyana Mandapam, Geetha Mandir Road, Narasaraopet Town, Palnadu (Dist),AP.  Pincode - 522601', Narasaraopet, Guntur, Andhra Pradesh - 522001"
Sales & Marketing Executive,Moonshine Creators Private Limited,"20,000
						-
						75,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 1 Years,Male Only,"465, Udyog Kendra 2, UPSIDC Site A, Ecotech III, Greater Noida, Uttar Pradesh, India, Noida Phase 3, Delhi-NCR, Delhi - 110001"
Sales & Marketing Manager,SBI LIFE Insurance company,"25,000
						-
						60,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Greater Noida, Noida Sector 148, Delhi-NCR, Delhi - 110001"
Civil Engineer,Swach Buildtech Private Limited,"30,000
						-
						55,000 ",,10,,,,,e,Diploma,Good English,Freshers can apply,Male Only,"Kalawati kunj, Near banthia nursing home, Raja talab , raipur, Civil Lines, Raipur, Chhattisgarh - 490042"
Business Development Associate,Bhagwandas Retail Private Limited,"35,000
						-
						50,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Both,"70, B Block Rd, Block B, Industrial Area, Sector 67, Noida, Uttar Pradesh 201301, India, Noida Sector 61, Delhi-NCR, Delhi - 110001"
Marketing Coordinator,Royale Credit And Investment,"15,000
						-
						51,000 ",,10,,,,,e,Graduate,Thoda English,Freshers only,Male Only,"Chandigarh, Chandigarh, Punjab - 133301"
Life Insurance Advisor,T.M.Inputs And Services Private Limited,"15,000
						-
						50,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Grant Road, Mumbai, Maharashtra, India, Grant Road Station (W), Mumbai, Maharashtra - 400076"
Sales and Marketing Manager,Unique Traders,"30,000
						-
						90,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 10 Years,Both,"Chandigarh, Chandigarh, Punjab - 133301"
Sales & Marketing Executive,Ap Associates,"8,000
						-
						150,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"Near Saket Square, Old Palasia, Indore, Madhya Pradesh, India, Madhya Pradesh - 451010"
Inside Sales Executive,Searchlight Hr Services Private Limited,"20,000
						-
						100,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"Marathon Futurex, NM Joshi Marg, BDD Chawl, Lower Parel, Mumbai, Maharashtra, India, Bawla Masjid, Mumbai, Maharashtra - 400076"
Sales & Marketing Executive,Kaya Beverages,"20,000
						-
						70,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Pune, Pune, Maharashtra - 411002"
Counsellor,PSP Traders & Services,"20,000
						-
						50,000 ",,2,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"1015, 10TH FLOOR, KIRTI SHIKHAR BUILDING, JANAK PURI, NEW DELHI 110058, Janak Puri West, Delhi-NCR, Delhi - 110001"
QA / QC Executive,Paliath Interiors,"25,000
						-
						55,000 ",,10,,,,,e,Diploma,Thoda English,Min. 3 Years,Male Only,"106, 2, Horamavu Agara Rd, Southwoods Layout, vadarpalya, Hennur Gardens, Bengaluru, Karnataka 560043, India, Hennur Cross, Bengaluru, Karnataka - 560001"
Sales & Marketing Manager,Investors Clinic Infratech Pvt Ltd,"18,000
						-
						60,000 ",,20,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"https://maps.app.goo.gl/4jE5ErsukQeCXmvf8?g_st=iw, Sector 93A, Noida, Delhi-NCR, Delhi - 110001"
HR Recruiter,Bfm Services,"15,000
						-
						55,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Female Only,"Mota Nagar Cooperative Housing Society, Sir Mathuradas Vasanji Rd, Mota Nagar, Andheri East, Mumbai, Maharashtra 400053, India, Maharashtra - 400076"
Marketing Associate,Biosash Business Private Limited,"15,000
						-
						30,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers only,Both,"JK Rd, Phase 6, Narela Shankri, Bhopal, Madhya Pradesh, India, J K Road, Bhopal, Madhya Pradesh - 462001"
Agency Development Manager,Kotak Life Insurance,"15,000
						-
						32,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"ICICI BANK, 3A, Shakespeare Sarani Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071, India, Park Street, Kolkata, West Bengal - 700080"
Back Office Coordinator,Kotak Life Insurance,"15,000
						-
						55,000 ",,10,,,,,e,12th Pass,No English,Freshers can apply,Both,"41, Chowringee Rd, Maidan, Park Street area, Kolkata, West Bengal 700071, India, Dum Dum, Kolkata, West Bengal - 700080"
Digital Marketing Intern,American Research wala,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"New Panchwati Colony, Panchvati Colony, Sector 5, Daulatpura, Ghaziabad, Uttar Pradesh 201009, India, Dayal Bagh, Agra, Uttar Pradesh - 223007"
Sales & Marketing Executive,Speakwell Skills Academy,"8,000
						-
						27,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"203 ANANDEEP CHS, NEAR MADHUBAN CINEMA, NEXT TO RAILWAY STATION, DOMBIVLI EAST, Dombivali, Mumbai, Maharashtra - 400076"
Delivery Executive,Zepto,"20,000
						-
						25,000 ",,100,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"JP Nagar, Bengaluru, Karnataka - 560001"
Sales Executive,PNR Impex,"20,000
						-
						50,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"Metro Avenue Near Western Express Highway Metro Station,, 4V84+39H, opp. Gurunanak Petrol Pump, Chakala, Andheri East, Mumbai, Maharashtra 400099, India, Maharashtra - 400076"
Delivery Executive,Zepto,"20,000
						-
						25,000 ",,100,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Hebbal, Bengaluru, Karnataka, India, Hebbala, Bengaluru, Karnataka - 560001"
Manager,Desert Nomadic Organic,"20,000
						-
						50,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"JMB Celebrations, B-4/200, Bhomiya Marg, Chitrakoot, Jaipur, Rajasthan 302021, India, Chitrakut Nagar, Jaipur, Rajasthan - 302001"
Computer Operator cum Office Assistant,Allied Infoservices,"18,000
						-
						25,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Male Only,"805, 3rd floor, Lala Lajpat Rai Rd, Nehru Place, New Delhi, Delhi 110019, India, Nehru Place, Delhi-NCR - 110001"
Fitness Trainer,Barbenders Gym Llp,"10,000
						-
						30,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Bhaktinagar Circle, Lakshmiwadi, Bhakti Nagar, Rajkot, Gujarat 360002, Rajkot Bhaktinagar, Rajkot, Gujarat - 360001"
Bike Rider,Stargalaxy Manpower,"20,000
						-
						28,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Jaipur, Jaipur, Rajasthan - 302001"
Life Insurance Advisor,Reliance Nippon Life Insurance Company Limited,"15,000
						-
						85,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Rama Equator, Rama Equator, Morewadi, Pimpri Colony, Pune, Maharashtra 411018, India, Masulkar Colony, Pune, Maharashtra - 411002"
Electrical Design Engineer,AEDBM Consultants,"40,000
						-
						50,000 ",,10,,,,,e,Diploma,Thoda English,Min. 5 Years,Both,"Arasu Complex, No 4, 80 Feet Rd, above IDBI bank, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka 560094, Ms Ramaiah Hospital New Bel Road, Bengaluru, Karnataka - 560001"
Bakery Chef,Oven Brew Foods,"30,000
						-
						50,000 ",,10,,,,,e,Diploma,Thoda English,Min. 10 Years,Both,"https://www.google.com/maps/place/Oven+Brew+Foods+LLP/@13.0907766,80.1583962,17z/data=!3m1!4b1!4m6!3m5!1s0x3a52636fa790d72f:0x50e76e9bbd426bbe!8m2!3d13.0907714!4d80.1605849!16s%2Fg%2F11qgg_7v4j, Ambattur, Chennai, Tamil Nadu - 600001"
Agency Development Manager,The Emprego Consultants,"40,000
						-
						60,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Mg Road Anil Kumble Circle, Bengaluru, Karnataka - 560001"
Sales Program Advisor,Yangpoo Marketing Private Limited,"15,000
						-
						60,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"302 room no., 3rd floor, amfotech business park, near south coastal hotel, road no. 8, waghle estate, thane west, Thane, Mumbai, Maharashtra - 400076"
Sales & Marketing Manager,Utkal Speciality Industries India Private Limited,"10,000
						-
						58,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Bhubaneswar, Bhubaneswar, Odisha - 750017"
Senior Sales Officer,Levels Upprime Developers Private Limited,"15,000
						-
						90,000 ",,10,,,,,e,Graduate,Fluent English,Min. 5 Years,Both,"27/2/28/3B K. Mallasandra Naduvathi Post, Hoskote, Tk, Whitefield, Bengaluru, Karnataka 560067, India, Karnataka - 560001"
Human Resource Manager,Arsh Bpm,"20,000
						-
						50,000 ",,10,,,,,e,Graduate,Good English,Min. 5 Years,Both,"Arsh Management Partners Office No.311, 3rd Floor, West Wing, Aurora Towers, Camp, Pune, Maharashtra 411001, India, MG Road Pune Camp, Pune, Maharashtra - 411002"
Sales Associate,Bajaj Allianz Life Insurance Company Limited,"15,000
						-
						55,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Gouribari Flyover, Khanna, Kolkata, West Bengal, India, Bally, Howrah, Kolkata, West Bengal - 700080"
Office Administrator,Mitsuenergy,"20,000
						-
						75,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"Sector 5 Main Rd, Sector 5, Karnal, Haryana 132001, India, Huda Sector 1, Panipat, Haryana - 132103"
Sales & Marketing Executive,IVF Access,"30,000
						-
						50,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Male Only,"Chennai, Chennai, Tamil Nadu - 600001"
Junior Network Engineer,Srs Integrated Solution,"20,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Gwalior, Gwalior, Madhya Pradesh - 474001"
Counsellor,innovative Travel solutions,"10,000
						-
						35,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Female Only,"All Gujarat Martial Arts Academy Opp. Satya Sai Heart Hospital, Satya Sai Main Road, Narayan Nagar, Behind Atmiya College Nr. Kalavad Road, Rajkot Contact : 9904242424 / 7048258282, Gujarat - 360001"
Delivery Boy Biker,Swiggy,"15,000
						-
						30,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Gachibowli, Hyderabad, Telangana, India, Telangana - 500001"
Agency Development Manager,Reliance Nippon Life Insurance Company Limited,"10,000
						-
						51,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Dhakuria, Ward Number 90, Kolkata, West Bengal 700029, India, Ballygunge Circular Road, Kolkata, West Bengal - 700080"
Associate Agency Partner,Kotak Life Insurance,"15,000
						-
						32,500 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"3A, Shakespeare Sarani Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071, India, Park Street, Kolkata, West Bengal - 700080"
International Voice Process Agent,Webtech Solutions,"25,000
						-
						60,000 ",,10,,,,,e,12th Pass,Fluent English,Min. 2 Years,Both,"Astra Towers, AA IIC, Reckjoani, New Town, West Bengal 700135, India, Rajarhat Newtown, Kolkata, West Bengal - 700080"
Delivery Boy Biker,GRAB,"18,000
						-
						25,000 ",,100,,,,,e,10th or Below 10th,No English,Min. 1 Years,Male Only,"Warangal, Warangal, Telangana - 506001"
Marketing Agent,Jeevansh Fincom (Opc) Private Limited,"18,500
						-
						40,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Raipur, Raipur, Chhattisgarh - 490042"
Delivery Boy,Okaygo,"18,500
						-
						30,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Telephonic Interview. Vinayak thater road, Marathahalli, Bangalore, Marathahalli, Bengaluru, Karnataka - 560001"
Relationship Manager,Max Life Ltd,"35,000
						-
						49,000 ",,10,,,,,e,Graduate,No English,Min. 1 Years,Male Only,"Aliganj, Lucknow, Uttar Pradesh, India, Hazratganj, Lucknow, Uttar Pradesh - 226001"
Delivery Executive,Zepto,"20,000
						-
						25,000 ",,100,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Jayanagar, Bengaluru, Karnataka, India, Karnataka - 560001"
Digital Marketing Head,National Education Society,"20,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Male Only,"University Lifes ,Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122022, India, Huda City Centre Metro Station Gurgaon, Delhi-NCR, Delhi - 110001"
Business Development Manager,Max Life Insurance,"35,000
						-
						49,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Dilsukhnagar, Hyderabad, Telangana, India, Telangana - 500001"
Chartered Accountant,Herbio Private Limited,"40,000
						-
						50,000 ",,10,,,,,e,Post Graduate,Fluent English,Min. 5 Years,Male Only,"New Delhi, Delhi, India, New Delhi, Delhi-NCR - 110001"
Sales and Marketing Manager,R. R. Marketing,"30,000
						-
						49,000 ",,10,,,,,e,Post Graduate,Fluent English,Min. 3 Years,Both,"Sector 1, Shanti Nagar, Mira Road East, Mira Bhayandar, Maharashtra 401107, India, Mira Road East, Mumbai, Maharashtra - 400076"
Sales & Marketing Executive,Monday Brews,"25,000
						-
						49,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"Kirti Nagar, New Delhi, Delhi, India, Kirti Nagar, Delhi-NCR - 110001"
Field Marketing Executive,Experia Media Private Limited,"15,000
						-
						30,000 ",,20,,,,,e,12th Pass,Good English,Min. 6.0 months,Both,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Food Delivery Boy,Voice Management Consultancy,"15,000
						-
						40,000 ",,240,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Sigra, Varanasi, Uttar Pradesh - 212011"
Digital Marketing Specialist,Exzellenz Career Shapers,"25,000
						-
						45,000 ",,10,,,,,e,Graduate,Fluent English,Min. 6.0 months,Both,"Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004, India, Basavana Gudi, Bengaluru, Karnataka - 560001"
Business Development Manager (BDM),Max Life Ltd,"35,000
						-
						49,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Himayatnagar, Hyderabad, Telangana, India, Himayat Nagar, Hyderabad, Telangana - 500001"
Relationship Manager,Effinomy Llp,"24,000
						-
						45,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Kohinoor City Mall, Kohinoor Mall, Premier Road, Kurla West, Kurla, Mumbai, Maharashtra 400070, India, Maharashtra - 400076"
Business Development Manager,arjoi retail pvt ltd,"35,000
						-
						45,000 ",,1,,,,,e,Post Graduate,Fluent English,Min. 3 Years,Male Only,"Vivek Vihar, Delhi, 110095, India, VIVEK VIHAR I.T.I., Delhi-NCR - 110001"
Account Manager,Gurukrupa Exports,"35,000
						-
						45,000 ",,10,,,,,e,Graduate,Thoda English,Min. 5 Years,Male Only,"234, Ramakrishna Mutt Rd, Vinayaka Nagar Colony, Mylapore, Chennai, Tamil Nadu 600004, India, Tamil Nadu - 600001"
Delivery Boy Biker,Swiggy,"28,000
						-
						45,000 ",,250,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Race Course, Coimbatore, Tamil Nadu, India, Tamil Nadu - 641001"
Sales & Marketing Executive,LKLS,"20,000
						-
						45,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"5, Sector 8 Road, Sector 8, Imt Manesar, Gurugram, Haryana 122051, India, Maruti Gate No-2 Gurgaon, Delhi-NCR, Delhi - 110001"
Telecalling Executive,Pannddu Poultry Farms And Hatcheries,"15,000
						-
						54,000 ",,60,,,,,e,Graduate,Good English,Min. 1 Years,Female Only,"3, Sharada Nagar Main Road, Sarada Nagar, Ramanthapur, Hyderabad, Telangana 500013, India, Telangana - 500001"
Sales Executive(Real Estate Exp Must),Housezen Realty Services,"20,000
						-
						55,000 ",,2,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Soukya Road, Whitefield, Bengaluru, Karnataka - 560001"
Showroom Sales Manager,Designer Home Solutions Private Limited,"22,000
						-
						48,000 ",,10,,,,,e,Post Graduate,Fluent English,Min. 3 Years,Both,"New Manglapuri, Manglapuri Village, Sultanpur, New Delhi, Delhi 110030, India, Sultanpur, Delhi-NCR - 110001"
Sales and Marketing Manager,Anugrah Human Resource Services,"12,000
						-
						45,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"OPP CHITRA TALKIES GANDHI BAGH NAGPUR, Gandhibagh, Nagpur, Maharashtra - 440001"
